"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
122, 1.209499984980000e-01, 5.001187382363489e-02, 2.426865576135748e+01, 4.385515276272878e-01, -5.162940001707159e-02, 6.173292647270383e-06, 0.000000000000000e+00, 0.000000000000000e+00, -3.022044749387729e-01
123, 1.314399987460000e-01, 5.137133628795417e-02, -1.886253104541557e+01, 5.789511428889785e-01, -2.745840826362110e-02, -1.342258968789417e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.502827158071923e-01
124, 1.422899961470000e-01, 5.263443049277360e-02, -5.556680528401739e+01, 6.982042853374032e-01, -9.158971028214224e-03, -2.536536521417826e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.081124808959190e-01
125, 1.534900069240000e-01, 5.379977779145956e-02, -8.601747997257853e+01, 7.970398194486811e-01, 3.494365096052185e-03, -3.530695768896241e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.695650693653404e-01
126, 1.650400012730000e-01, 5.486709202536137e-02, -1.111124791601135e+02, 8.782319338053446e-01, 1.192707508495121e-02, -4.347689979248547e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.396167136230783e-01
127, 1.769299954180000e-01, 5.583513598033686e-02, -1.326420798000905e+02, 9.477983717784584e-01, 1.794317942914155e-02, -5.046664606805337e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.203599860652649e-01
128, 1.891400069000000e-01, 5.670228146432130e-02, -1.521331594079264e+02, 1.010593750403153e+00, 2.248693888192138e-02, -5.678450942375055e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.079396267318920e-01
129, 2.016600072380000e-01, 5.746811193675738e-02, -1.701645895443260e+02, 1.068565274947851e+00, 2.563125823961368e-02, -6.258868512416948e-04, 0.000000000000000e+00, 0.000000000000000e+00, -9.703477133122917e-02
130, 2.144699990750000e-01, 5.813197420944613e-02, -1.865142510174868e+02, 1.121060475849414e+00, 2.761431025731500e-02, -6.789571288372684e-04, 0.000000000000000e+00, 0.000000000000000e+00, -8.637815818004782e-02
131, 2.275699973110000e-01, 5.869456802648413e-02, -2.012714769048432e+02, 1.168241406536964e+00, 2.832782505539469e-02, -7.264180117048290e-04, 0.000000000000000e+00, 0.000000000000000e+00, -7.533752155986688e-02
132, 2.409400045870000e-01, 5.915585896897953e-02, -2.141693906738652e+02, 1.209531742724673e+00, 2.823987021680988e-02, -7.682896570111019e-04, 0.000000000000000e+00, 0.000000000000000e+00, -6.466371209721486e-02
133, 2.545700073240000e-01, 5.951657836311273e-02, -2.253012839962889e+02, 1.245037314999585e+00, 2.733519024086222e-02, -8.043974585249308e-04, 0.000000000000000e+00, 0.000000000000000e+00, -5.440157168396072e-02
134, 2.684499919410000e-01, 5.977765596976551e-02, -2.347692901247145e+02, 1.275317363255396e+00, 2.577677491894837e-02, -8.350349682780273e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.503432389744976e-02
135, 2.825500071050000e-01, 5.994005483718394e-02, -2.426580599018220e+02, 1.300498599884013e+00, 2.395454329788385e-02, -8.608911402084689e-04, 0.000000000000000e+00, 0.000000000000000e+00, -3.738143747769752e-02
136, 2.968699932100000e-01, 6.000550062925582e-02, -2.494994954313303e+02, 1.322369974067951e+00, 2.170113229076435e-02, -8.828526381775743e-04, 0.000000000000000e+00, 0.000000000000000e+00, -3.119305904144601e-02
137, 3.113999962810000e-01, 5.997565198183213e-02, -2.553369360688696e+02, 1.341039146528257e+00, 1.957162887646447e-02, -9.020518078302044e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.674182715850805e-02
138, 3.261100053790000e-01, 5.985254444802346e-02, -2.606494393446392e+02, 1.358029101414520e+00, 1.713461760509425e-02, -9.189474073512079e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.280538540534266e-02
139, 3.409900069240000e-01, 5.963847719943702e-02, -2.652169215747431e+02, 1.372652890849055e+00, 1.489481948598456e-02, -9.340171790543492e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.952041171002452e-02
140, 3.560400009160000e-01, 5.933561549045978e-02, -2.693826382809916e+02, 1.385992476564308e+00, 1.238158932441543e-02, -9.471748501011917e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.640804993569274e-02
141, 3.712300062180000e-01, 5.894684318665333e-02, -2.729031782797746e+02, 1.397340158226711e+00, 1.009922511877141e-02, -9.589114743343377e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.389202449108803e-02
142, 3.865399956700000e-01, 5.847520956655861e-02, -2.760511132034831e+02, 1.407484849491456e+00, 7.514113059517756e-03, -9.687382780214334e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.088604264983332e-02
143, 4.019699990750000e-01, 5.792324246601335e-02, -2.784747293758588e+02, 1.415458484001921e+00, 5.252473098846300e-03, -9.769140661510349e-04, 0.000000000000000e+00, 0.000000000000000e+00, -8.628094174882547e-03
144, 4.174999892710000e-01, 5.729416860686566e-02, -2.807323508695728e+02, 1.422786860526856e+00, 2.871705511968270e-03, -9.838418685505957e-04, 0.000000000000000e+00, 0.000000000000000e+00, -7.004510792064753e-03
145, 4.331099987030000e-01, 5.659141825851464e-02, -2.827665151551171e+02, 1.429571362224864e+00, 9.925795727012221e-04, -9.903813772803806e-04, 0.000000000000000e+00, 0.000000000000000e+00, -6.251410968403028e-03
146, 4.487800002100000e-01, 5.581859897363720e-02, -2.847055709881781e+02, 1.435961145437654e+00, -8.211384307189318e-04, -9.965921900928045e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.517254422214775e-03
147, 4.645099937920000e-01, 5.497835513414191e-02, -2.861683713086083e+02, 1.440927647153891e+00, -2.779351285683039e-03, -1.001128625689554e-03, 0.000000000000000e+00, 0.000000000000000e+00, -6.007592286578496e-04
148, 4.802699983120000e-01, 5.407492053959814e-02, -2.864484392356248e+02, 1.442169342168907e+00, -4.715275168846172e-03, -1.002256037835004e-03, 0.000000000000000e+00, 0.000000000000000e+00, 5.022548861731699e-03
149, 4.960500001910000e-01, 5.311153541819326e-02, -2.856463802784254e+02, 1.440002123858371e+00, -6.494402613777719e-03, -9.991789110599223e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.562606155127773e-03
150, 5.118399858470000e-01, 5.209138375948307e-02, -2.841106806945061e+02, 1.435613318235494e+00, -7.488368967674330e-03, -9.943422535526804e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.287272126430721e-02
151, 5.276100039480000e-01, 5.101897737545535e-02, -2.821535331711154e+02, 1.429928817544099e+00, -8.144621274416524e-03, -9.870807551127570e-04, 0.000000000000000e+00, 0.000000000000000e+00, 2.030286011433436e-02
152, 5.433599948880000e-01, 4.989683951066199e-02, -2.779170151719709e+02, 1.417561613537898e+00, -6.999704557134118e-03, -9.731609389778003e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.125208201627085e-02
153, 5.590599775310000e-01, 4.872955796694115e-02, -2.705289154307829e+02, 1.395625940535457e+00, -3.802555336919536e-03, -9.504351858312390e-04, 0.000000000000000e+00, 0.000000000000000e+00, 4.512211145543681e-02
154, 5.747100114820000e-01, 4.751950934859488e-02, -2.593879106019792e+02, 1.362991095145911e+00, -1.060524111282610e-03, -9.179265615227114e-04, 0.000000000000000e+00, 0.000000000000000e+00, 7.662146915001378e-02
155, 5.902799963950000e-01, 4.627132533375768e-02, -2.430509758470428e+02, 1.313754764437462e+00, -4.260997748955902e-03, -8.698125070356733e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.457605314324942e-02
156, 6.057599782940000e-01, 4.498807223669178e-02, -2.202458368246637e+02, 1.243942792654732e+00, -8.329808084409723e-03, -7.935838351915958e-04, 0.000000000000000e+00, 0.000000000000000e+00, 6.229041425660802e-02
157, 6.211299896240000e-01, 4.367359094194759e-02, -1.951354049296012e+02, 1.165971701029986e+00, -4.559519199011004e-04, -7.073061152176147e-04, 0.000000000000000e+00, 0.000000000000000e+00, -6.829855372186569e-02
158, 6.363800168040000e-01, 4.233084266562091e-02, -1.797721791147914e+02, 1.111769486824369e+00, 1.355134111886811e-02, -6.566644256959720e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.164506930187101e-01
159, 6.514999866490000e-01, 4.096270419333766e-02, -1.749944076213654e+02, 1.089223738895083e+00, 1.363107727195730e-02, -6.433634944848049e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.863366993415219e-02
160, 6.664699912070000e-01, 3.957289370556494e-02, -1.753170030493273e+02, 1.090784462975687e+00, 1.339914117988479e-02, -6.445196738549087e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.752045443751664e-03
161, 6.812700033190000e-01, 3.816515293304169e-02, -1.764337194316005e+02, 1.096071834398009e+00, 1.238286542682818e-02, -6.474889655004466e-04, 0.000000000000000e+00, 0.000000000000000e+00, -7.865338867952361e-03
162, 6.958900094030001e-01, 3.674225211597043e-02, -1.771313448163896e+02, 1.099054155432831e+00, 1.239921964043188e-02, -6.503295732633479e-04, 0.000000000000000e+00, 0.000000000000000e+00, -5.786123965781364e-03
163, 7.103199958800001e-01, 3.530689307158652e-02, -1.781976342583957e+02, 1.103564301769278e+00, 1.154354044052739e-02, -6.532479876484766e-04, 0.000000000000000e+00, 0.000000000000000e+00, -6.581822902632329e-03
164, 7.245299816130000e-01, 3.386376679305321e-02, -1.791562919935988e+02, 1.107573496713677e+00, 1.123015913704399e-02, -6.570141579761988e-04, 0.000000000000000e+00, 0.000000000000000e+00, -8.295112079619337e-03
165, 7.385200262070000e-01, 3.241453277608040e-02, -1.804425872950813e+02, 1.112779265722497e+00, 1.026557522369097e-02, -6.605128483218962e-04, 0.000000000000000e+00, 0.000000000000000e+00, -8.665912580768710e-03
166, 7.522799968720000e-01, 3.096181144522562e-02, -1.815201498928843e+02, 1.116926295754821e+00, 9.968610211663917e-03, -6.645537813771691e-04, 0.000000000000000e+00, 0.000000000000000e+00, -9.679306154657731e-03
167, 7.657799720760000e-01, 2.951033727360171e-02, -1.829544154854364e+02, 1.122341133137646e+00, 8.970096249983598e-03, -6.683348888269178e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.031340850692158e-02
168, 7.790099978450000e-01, 2.806276676215449e-02, -1.842073915060681e+02, 1.126715472867649e+00, 8.710294162627559e-03, -6.727744639367873e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.183864858210152e-02
169, 7.919700145720000e-01, 2.662062628442961e-02, -1.858674128143508e+02, 1.132394459375619e+00, 7.807413483365653e-03, -6.769434479613989e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.314046587707049e-02
170, 8.046399950980000e-01, 2.518763605296113e-02, -1.874263459084364e+02, 1.137116775235920e+00, 7.900626253256403e-03, -6.820955133815544e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.629289457428478e-02
171, 8.170099854470000e-01, 2.376642068849115e-02, -1.896017093804221e+02, 1.143631153454956e+00, 7.323132529848158e-03, -6.877075431762295e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.899597933758725e-02
172, 8.290500044819999e-01, 2.236196298315981e-02, -1.917194451257454e+02, 1.149545134625104e+00, 6.911751365344315e-03, -6.949134679548479e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.212762186187252e-02
173, 8.407700061800000e-01, 2.097463226217677e-02, -1.947417904561244e+02, 1.160751349874194e+00, 3.636756336364377e-03, -7.044989409258931e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.342325645388617e-02
174, 8.521599769590000e-01, 1.960709133914372e-02, -1.982627950792012e+02, 1.178892173128786e+00, -2.835506705648241e-04, -7.178978953788773e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.381707990982890e-02
175, 8.631799817090000e-01, 1.826569132102762e-02, -2.025513885808458e+02, 1.204316460930993e+00, -5.381011961372162e-03, -7.345822101569480e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.327664510185792e-02
176, 8.738499879840000e-01, 1.694956337677533e-02, -2.070015659012362e+02, 1.232897321618433e+00, -1.019451209803466e-02, -7.521205615996403e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.285632925779187e-02
177, 8.841500282290000e-01, 1.566269158090452e-02, -2.115951001110352e+02, 1.264291095668509e+00, -1.513008309364555e-02, -7.716396770911317e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.433432075847653e-02
178, 8.940600156780000e-01, 1.440916392228702e-02, -2.168107366880219e+02, 1.300425588788057e+00, -2.098111836026569e-02, -7.927768852202234e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.655695504147272e-02
179, 9.035800099370001e-01, 1.319055953446835e-02, -2.223663096296702e+02, 1.339824191143098e+00, -2.673271680931670e-02, -8.167450549780849e-04, 0.000000000000000e+00, 0.000000000000000e+00, -3.031284263334575e-02
180, 9.126999974250000e-01, 1.200973104171110e-02, -2.286499774598746e+02, 1.383909845677136e+00, -3.361014901655589e-02, -8.427357203588137e-04, 0.000000000000000e+00, 0.000000000000000e+00, -3.380753896993924e-02
181, 9.214000105860000e-01, 1.087086069705918e-02, -2.353390019452319e+02, 1.431584665178591e+00, -4.070138659002898e-02, -8.717763993935112e-04, 0.000000000000000e+00, 0.000000000000000e+00, -3.817669185509433e-02
182, 9.296900033950000e-01, 9.774221272349531e-03, -2.428054000601057e+02, 1.484611455338743e+00, -4.907056071903846e-02, -9.033235332246443e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.253773468024445e-02
183, 9.375399947170000e-01, 8.725349486403867e-03, -2.508008221573169e+02, 1.542377729391337e+00, -5.788778963215392e-02, -9.386411682838661e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.832964195956819e-02
184, 9.449599981310000e-01, 7.724467125531491e-03, -2.597649553282334e+02, 1.607092152138699e+00, -6.828895536385124e-02, -9.776574260864325e-04, 0.000000000000000e+00, 0.000000000000000e+00, -5.463884694838887e-02
185, 9.519400000570000e-01, 6.774428848839826e-03, -2.695489132763460e+02, 1.678811059611250e+00, -7.953633327321007e-02, -1.021780574451665e-03, 0.000000000000000e+00, 0.000000000000000e+00, -6.278752828268777e-02
186, 9.584699869160000e-01, 5.878077433056352e-03, -2.805732732841059e+02, 1.759949358548973e+00, -9.270232535698622e-02, -1.071535528733407e-03, 0.000000000000000e+00, 0.000000000000000e+00, -7.228844227318328e-02
187, 9.645400047300000e-01, 5.038225493362627e-03, -2.928648049219476e+02, 1.851622411000063e+00, -1.073896691307776e-01, -1.128646047666722e-03, 0.000000000000000e+00, 0.000000000000000e+00, -8.450819928669637e-02
188, 9.701499938960000e-01, 4.256268552403566e-03, -3.068517881017769e+02, 1.956815901268823e+00, -1.245812682327925e-01, -1.194641494117828e-03, 0.000000000000000e+00, 0.000000000000000e+00, -9.982940208151661e-02
189, 9.752799868580000e-01, 3.536324145770189e-03, -3.228280007119645e+02, 2.078469879602945e+00, -1.444543017539201e-01, -1.272289480642562e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.199475955637892e-01
190, 9.799500107769999e-01, 2.876826092032643e-03, -3.413593770901768e+02, 2.221294607955420e+00, -1.679342056313246e-01, -1.364888665806947e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.466781195182738e-01
191, 9.841300249100000e-01, 2.283176811071472e-03, -3.630256914292165e+02, 2.390954191480146e+00, -1.957029895980053e-01, -1.477855720306616e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.837438202905464e-01
192, 9.878399968150000e-01, 1.753609743384430e-03, -3.887455187186497e+02, 2.595672636729272e+00, -2.290607792902700e-01, -1.618714514562994e-03, 0.000000000000000e+00, 0.000000000000000e+00, -2.377700278426095e-01
193, 9.910500049590000e-01, 1.293363843462116e-03, -4.196136804481625e+02, 2.847775620781017e+00, -2.688470623389880e-01, -1.801471147689132e-03, 0.000000000000000e+00, 0.000000000000000e+00, -3.208763105521256e-01
194, 9.937800168990000e-01, 9.004365425509819e-04, -4.572641362392732e+02, 3.165134801433894e+00, -3.142224091499995e-01, -2.048344427073797e-03, 0.000000000000000e+00, 0.000000000000000e+00, -4.677167631859608e-01
195, 9.960200190539999e-01, 5.769983605901485e-04, -5.052970352685273e+02, 3.587677225453712e+00, -3.677203786373139e-01, -2.420570447362314e-03, 0.000000000000000e+00, 0.000000000000000e+00, -7.579071591982556e-01
196, 9.977599978450000e-01, 3.251111630156300e-04, -5.766824586595408e+02, 4.223793957265929e+00, -4.212133348556352e-01, -3.034673655154847e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.356208917627318e+00
197, 9.990000128750000e-01, 1.452537504052920e-04, -6.669233849505694e+02, 5.126805362384181e+00, -4.661998225844394e-01, -4.183831003357362e-03, 0.000000000000000e+00, 0.000000000000000e+00, -5.102812781729083e+00
198, 9.997500181200000e-01, 3.632896519016437e-05, -1.179368995427744e+03, 9.035736102450251e+00, -1.592947035064783e+00, -9.198583411622805e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.063316974381154e+01
199, 1.000000000000000e+00, 0.000000000000000e+00, 1.522799286973109e+01, -1.068818830046642e-01, -1.270760106213950e+01, -2.063651196225211e-04, 0.000000000000000e+00, 0.000000000000000e+00, -3.272298519146850e-02
