"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y"
188, 9.701499938960000e-01, 4.256268552403566e-03, 1.385670559553947e+00, 2.901624263476152e+02, -4.056863705461268e+01, 3.152480755237559e+05, 1.137095539788063e+05, 2.858691638911108e+02, 6.238102191889243e-01, 2.728259926246491e-01, 2.094021730829149e+02, -2.927725986158780e+01
189, 9.752799868580000e-01, 3.536324145770189e-03, 1.393209958250749e+00, 2.875843020060267e+02, -4.046917221668030e+01, 3.167137328970454e+05, 1.145778443208650e+05, 2.864932686788603e+02, 6.143283661534563e-01, 2.919540270184569e-01, 2.064184944292994e+02, -2.904743249717477e+01
190, 9.799500107769999e-01, 2.876826092032643e-03, 1.401180597500403e+00, 2.847643873301279e+02, -4.030713827378737e+01, 3.182611109041020e+05, 1.154979118083235e+05, 2.871510196049210e+02, 6.042200084616534e-01, 3.122226879631377e-01, 2.032317517371604e+02, -2.876655467945543e+01
191, 9.841300249100000e-01, 2.283176811071472e-03, 1.409688336988569e+00, 2.816541096416232e+02, -4.007307958630747e+01, 3.199110006024744e+05, 1.164817360148755e+05, 2.878492308301869e+02, 5.933533514446664e-01, 3.338958799230607e-01, 1.997988507468989e+02, -2.842690723533482e+01
192, 9.878399968150000e-01, 1.753609743384430e-03, 1.418811100384253e+00, 2.781474482735885e+02, -3.975554351450228e+01, 3.216752751184115e+05, 1.175415664096864e+05, 2.886006080066234e+02, 5.814928966477406e-01, 3.572434530349291e-01, 1.960426220222400e+02, -2.802032173538493e+01
193, 9.910500049590000e-01, 1.293363843462116e-03, 1.428838460920650e+00, 2.741890054793310e+02, -3.933609645492411e+01, 3.236148169153493e+05, 1.187061627818167e+05, 2.894146292426911e+02, 5.684361899133953e-01, 3.828989721418148e-01, 1.918964340466182e+02, -2.753012151533106e+01
194, 9.937800168990000e-01, 9.004365425509819e-04, 1.439845036986166e+00, 2.694151561367941e+02, -3.874804426001292e+01, 3.257279081794856e+05, 1.200003423310542e+05, 2.903334511526453e+02, 5.534198758949060e-01, 4.114091486697293e-01, 1.871139943647857e+02, -2.691126007637530e+01
195, 9.960200190539999e-01, 5.769983605901485e-04, 1.452863296790983e+00, 2.637304843449889e+02, -3.795099299913507e+01, 3.282366110697393e+05, 1.215216607756455e+05, 2.913796981186804e+02, 5.359295729849800e-01, 4.449230899431971e-01, 1.815246382281832e+02, -2.612151678892257e+01
196, 9.977599978450000e-01, 3.251111630156300e-04, 1.468175899294864e+00, 2.563794493470288e+02, -3.688468194151628e+01, 3.311699287800040e+05, 1.233286167736988e+05, 2.926281591023296e+02, 5.144543233747096e-01, 4.847294943273672e-01, 1.746244775371690e+02, -2.512279486349781e+01
197, 9.990000128750000e-01, 1.452537504052920e-04, 1.489103034626752e+00, 2.464604886719802e+02, -3.511917858198132e+01, 3.352148905459851e+05, 1.257620017653378e+05, 2.942083796045571e+02, 4.861956973601575e-01, 5.383358395310748e-01, 1.655093589502732e+02, -2.358411591766318e+01
198, 9.997500181200000e-01, 3.632896519016437e-05, 1.518491064313916e+00, 2.296331284955546e+02, -3.167892865392662e+01, 3.408227588096426e+05, 1.292516923376944e+05, 2.965202399279090e+02, 4.422217300810817e-01, 6.152121078234470e-01, 1.512245504054430e+02, -2.086211068238309e+01
199, 1.000000000000000e+00, 0.000000000000000e+00, 1.512301337689611e+00, 1.975149064339601e+02, 3.990915064211124e+00, 3.380855219537406e+05, 1.300727948894355e+05, 2.996252994463441e+02, 3.764541520423499e-01, 6.333006170349007e-01, 1.306055225314484e+02, 2.638968150559311e+00
